,estimated_f2b,departure_time,log_likelihood,trips_number,gradient,asymptotic_confidence
0,0.0,2020-04-02 05:27:25,-101.45359691114956,21,-19.999912506710935,0.002380952380041062
1,0.0,2020-04-02 05:35:43,-63.84830970546628,14,-13.999999999999998,0.005102040816326534
2,0.04964817810058593,2020-04-02 05:48:17,-203.91299473311145,41,-0.000249548265740529,0.00010241803917103243
3,0.0,2020-04-02 05:49:41,-136.3078711964053,26,-4.867251908481268,0.014818941771349719
4,0.0,2020-04-02 05:54:53,-103.14169300092311,21,-9.180175022338213,0.0045111329272323215
5,0.0,2020-04-02 05:56:02,-91.31018830803444,18,6.734698763656541,0.002390716607801333
6,0.09478427124023436,2020-04-02 06:05:39,-266.85401081432286,50,0.003379947756459112,8.189001253568179e-05
7,0.2249945068359375,2020-04-02 06:06:59,-226.6897900398442,42,-0.007555510501948137,0.00039584335718027483
8,0.07324516296386721,2020-04-02 06:13:50,-227.27220653868392,43,0.0031090883520992207,4.323372135773528e-05
9,0.440720947265625,2020-04-02 06:15:22,-195.0889097926843,35,-0.002476864345853664,0.0011220399004165742
10,0.0,2020-04-02 06:17:38,-164.58394877615186,30,-19.476073908754735,0.0016544377757844037
11,0.0,2020-04-02 06:20:50,-135.36217026958133,26,-16.510552019734643,0.0017472538151525187
12,0.0,2020-04-02 06:26:30,-162.59856576444488,34,-27.79367341442043,0.0010637307093187363
13,0.0,2020-04-02 06:28:56,-190.6775813829113,34,-7.487576419382158,0.000415835811493978
14,0.052727371215820315,2020-04-02 06:34:41,-193.3647994314402,37,0.006843042742465277,4.93856293549997e-05
15,0.15017926025390627,2020-04-02 06:37:57,-194.67172225085278,34,0.0023609393182257854,0.00024303328235567283
16,0.0,2020-04-02 06:39:54,-159.11001120129757,29,-13.604840657266282,0.0027691447434074604
17,0.0,2020-04-02 06:44:30,-215.68864591704843,43,-22.261488338964455,0.0006123291788329752
18,0.06344357299804687,2020-04-02 06:46:56,-201.65895770974797,39,0.007810744509508583,9.690758488244198e-05
19,0.03541072082519531,2020-04-02 06:51:30,-264.8876444208149,51,0.0018329366331213404,4.8971937173799755e-05
20,0.0,2020-04-02 06:53:14,-328.67992125887554,61,-8.911112140029758,0.00222027299553159
21,0.0,2020-04-02 06:54:37,-176.9423965794342,33,-11.657764369638421,0.000392809299975918
22,0.0,2020-04-02 06:58:27,-187.81731445106436,36,-17.14199652695338,0.0006603231784265783
23,0.0,2020-04-02 07:02:28,-209.86351916637545,41,-27.998107906882527,0.0008711399284789341
24,0.0,2020-04-02 07:06:18,-303.691620234855,54,-10.89919058998814,7.635217391463152e-05
25,0.17956878662109377,2020-04-02 07:08:54,-201.5674830211014,33,-0.006265755058830785,0.00025869543152190006
26,0.03875667572021485,2020-04-02 07:12:05,-233.31138927119412,42,0.0034885917814626577,3.4742146178547444e-05
27,0.11903672790527345,2020-04-02 07:20:01,-608.4161483597799,107,0.005898615691792619,2.4623578433734533e-05
28,0.1208964385986328,2020-04-02 07:21:49,-539.3720821119229,90,-0.0025127860800105983,3.5956201618602895e-05
29,0.12679568481445314,2020-04-02 07:25:31,-458.63332138559605,83,-0.007945596464127272,3.967545294632431e-05
30,0.04821528625488282,2020-04-02 07:27:10,-445.8153457269415,81,-0.002082133957161947,3.336627747007769e-05
31,0.016508743286132815,2020-04-02 07:29:48,-361.93753649180394,62,0.00045826285554514956,2.748672897736596e-05
32,0.04473595046997071,2020-04-02 07:33:28,-571.5181958405273,106,-0.000615144241576352,6.3929724378469155e-06
33,0.20115362548828125,2020-04-02 07:35:06,-303.96993195984885,54,0.004461171041057366,0.0001862813000906984
34,0.0,2020-04-02 07:38:16,-507.14417711500926,93,-60.50019608619924,0.0001721999384989095
35,0.0994335479736328,2020-04-02 07:42:08,-480.1695693510722,90,0.003267224483217035,2.265972307058023e-05
36,0.10777175903320313,2020-04-02 07:43:54,-403.0333447458841,74,0.006313483877202614,5.963491272124315e-05
37,0.0,2020-04-02 07:45:54,-425.5250866920835,78,-20.49060080676284,0.0002175248511834358
38,0.10033291625976562,2020-04-02 07:47:27,-395.53036293247817,69,-0.005528791672034572,6.847484223241854e-05
39,0.07368722534179689,2020-04-02 07:49:01,-390.05104523535016,69,-0.0007257318166677962,6.568184690039212e-05
40,0.02677145004272461,2020-04-02 07:52:35,-466.9508097590305,87,-0.003925700349237058,6.5535732366835074e-06
41,0.03164556884765625,2020-04-02 07:55:08,-475.5633320822153,83,0.0055715028621727836,0.00010822442452145106
42,0.0,2020-04-02 07:56:47,-688.5805613121906,118,-17.5635755942628,6.481362683626526e-05
43,0.0995859832763672,2020-04-02 07:58:24,-571.7422659826565,99,-0.0018443521331428236,3.004953884327963e-05
44,0.03787255096435546,2020-04-02 08:00:17,-544.329111582376,93,0.008277487163870586,9.431307330610298e-06
45,0.026474201202392578,2020-04-02 08:02:23,-457.579796167665,78,-0.0025079848592035603,9.305010663283924e-06
46,0.028789312362670898,2020-04-02 08:07:18,-989.2222582031835,162,-0.0036463427048940567,1.7184086405406314e-06
47,0.16966811370849613,2020-04-02 08:12:57,-1337.671327864592,201,0.006051626581717016,5.72042608325721e-06
48,0.4369253082275391,2020-04-02 08:16:21,-1395.2598739500854,208,0.003803064699094305,1.0091929828912734e-05
49,0.3375984649658203,2020-04-02 08:17:49,-1215.4117700031575,183,-0.008168254865376574,1.5932428061122968e-05
50,0.31855929565429686,2020-04-02 08:19:59,-1187.596824182826,183,-0.0060423297679381704,2.214573828681802e-05
51,0.018122652053833004,2020-04-02 08:21:52,-1124.6624985353642,189,-0.0024245285377461584,1.6851740236557145e-06
52,0.5802068710327148,2020-04-02 08:27:33,-1873.5363978999137,318,-0.012727054639438018,4.762587369692946e-06
53,0.15947019195556641,2020-04-02 08:29:01,-2007.662071693738,340,0.005464578768136885,3.2191948168008737e-06
54,0.24577143859863282,2020-04-02 08:30:55,-1576.442911301547,261,0.001562215037932913,8.168557684021178e-06
55,0.16362405395507812,2020-04-02 08:32:32,-1305.943836880169,215,-0.0013717400639042879,2.6551360539595744e-05
56,0.0,2020-04-02 08:35:03,-1557.1451165254152,252,-61.96877783819227,1.8535785413806057e-06
57,0.44287028503417963,2020-04-02 08:39:08,-1650.9385250277146,284,0.005948107362923061,6.579601488959737e-06
58,0.3631161346435547,2020-04-02 08:41:17,-1861.0059978194815,318,-0.008919669632718286,5.273276245977438e-06
59,0.30677604675292963,2020-04-02 08:42:55,-1515.1916373940426,251,-0.0063491621506029244,9.457005242036285e-06
60,0.059594581604003896,2020-04-02 08:44:36,-1308.756455289643,215,-0.004707781569891933,4.799385933726683e-06
61,0.0,2020-04-02 08:46:15,-1114.3516747824738,189,-25.32891087867154,8.364417645616866e-06
62,0.0179921293258667,2020-04-02 08:50:31,-1644.6884518449185,287,-0.017668868870005072,4.081741406740788e-07
63,0.3400221862792969,2020-04-02 08:52:39,-1036.1914477895416,172,-0.0012957291492418088,2.3042875876837656e-05
64,0.16315150451660154,2020-04-02 08:55:29,-1582.6699250093914,263,-0.021991495625425295,6.1914335853155815e-06
65,0.2786822204589844,2020-04-02 08:57:07,-1258.3771498200847,206,-0.009558496388049788,1.622935735797429e-05
66,0.0745484848022461,2020-04-02 08:58:59,-1320.5663287501982,226,0.0008996839854462646,5.35920386862851e-06
67,0.12510365295410153,2020-04-02 09:00:32,-1264.8694408050485,223,-0.00040519097458800724,1.3750729922114806e-05
68,0.060280540466308596,2020-04-02 09:02:59,-1219.7641339076586,222,-0.0033442139571602247,3.947143458007098e-06
69,0.018099786758422852,2020-04-02 09:05:10,-1179.497225997357,209,0.01917032753981497,1.519252448537305e-06
70,0.38951792907714844,2020-04-02 09:08:46,-1213.5294906289978,211,-0.0070298276750359046,1.3647491820509393e-05
71,0.014332729339599611,2020-04-02 09:10:26,-1185.3742487664317,212,0.03794427867192307,2.5964568368139827e-06
72,0.038375587463378893,2020-04-02 09:12:24,-1029.8541801030428,182,-0.006573442851789402,6.097061154919758e-06
