,estimated_f2b,departure_time,log_likelihood,trips_number,gradient,asymptotic_confidence
0,0.0,2020-04-02 05:27:35,-101.23766031547261,21,-19.9993912175759,0.002380952336831425
1,0.0,2020-04-02 05:35:53,-69.08600727112285,15,-13.999999994394038,0.004761904761904786
2,0.027545059204101562,2020-04-02 05:48:27,-201.77007664014909,41,-0.005149372548488795,9.563448606008666e-05
3,0.0,2020-04-02 05:49:51,-136.45389487077722,27,-3.9754484489447974,0.020450282372414107
4,0.0,2020-04-02 05:55:03,-106.64981100074137,21,-10.645827457873638,0.004572432308801065
5,0.0,2020-04-02 05:56:12,-92.41359328752189,18,13.048879700894362,0.0006570987910902768
6,0.0749524383544922,2020-04-02 06:05:49,-270.6970983463102,50,-0.0029697339320045035,5.981392164333577e-05
7,0.27621276855468746,2020-04-02 06:07:09,-216.8788758731058,40,0.0009655684218524384,0.0004666199937004677
8,0.07321467590332031,2020-04-02 06:14:00,-243.2657399024977,46,-0.007742045203354531,4.109777814753658e-05
9,0.459744873046875,2020-04-02 06:15:32,-171.64748917565203,31,-0.002405276660622638,0.0012877077077627808
10,0.0,2020-04-02 06:17:48,-164.51598295014847,30,-18.862203098110324,0.0016195706474322774
11,0.0,2020-04-02 06:21:00,-135.10676912280917,26,-14.18011076268165,0.0012885850328644042
12,0.0,2020-04-02 06:26:40,-183.19817686268263,37,-27.953791296548115,0.000965591462082884
13,0.0021036071777343754,2020-04-02 06:29:06,-173.89323004942273,32,0.00018092221855381396,0.00013223962206834102
14,0.05870283508300782,2020-04-02 06:34:51,-193.1344924362719,37,0.00765547026986968,5.148970539999211e-05
15,0.11615570068359375,2020-04-02 06:38:07,-190.88219828444127,34,0.004470792320015432,0.0002105048857676001
16,0.0,2020-04-02 06:40:04,-174.2772825101665,32,-12.358375865230048,0.0027699534142240794
17,0.0,2020-04-02 06:44:40,-223.21052978574556,44,-19.537497406343768,0.0004255659025240768
18,0.06545571899414063,2020-04-02 06:47:06,-201.1023641408462,39,-0.0012534348218173896,0.00010378122750827657
19,0.013787773132324219,2020-04-02 06:51:40,-259.4745310729435,51,-0.0004745029284198843,2.6801816409013818e-05
20,0.0,2020-04-02 06:53:24,-307.8534534196904,58,-7.5156398163702445,0.002348924047060618
21,0.0,2020-04-02 06:54:47,-177.53065694803533,33,-0.4669138716233525,0.00012798300885356846
22,0.0,2020-04-02 06:58:37,-204.78698715926723,39,-9.817450159239112,0.00029314362113017377
23,0.0,2020-04-02 07:02:38,-215.9980930184843,43,-27.99335895487072,0.0008306719869438967
24,0.0,2020-04-02 07:06:28,-328.62052899167753,60,-4.692105940897252,7.840267664358182e-05
25,0.14234408569335938,2020-04-02 07:09:04,-197.82201023266416,33,0.0042891893967960115,0.00017492136658321208
26,0.04117277526855469,2020-04-02 07:12:15,-234.81453313255648,43,0.00638559396385429,3.9240536375295006e-05
27,0.07499054718017578,2020-04-02 07:20:11,-614.8253297982291,111,0.0035194682503558727,1.5798439693314524e-05
28,0.14752688598632813,2020-04-02 07:21:59,-476.5048986672929,81,-0.0038362924776501606,5.256035971376208e-05
29,0.11208567810058592,2020-04-02 07:25:41,-454.31687378079016,84,0.004759039561436843,3.18151466505993e-05
30,0.051020095825195316,2020-04-02 07:27:20,-442.65491205293546,81,0.006069130767035746,3.651592452683911e-05
31,0.042819076538085935,2020-04-02 07:29:58,-382.62429530973907,67,-0.0006607068484608403,2.7030045559577917e-05
32,0.04522374343872071,2020-04-02 07:33:38,-555.3677000899286,107,-0.0008043293582297561,6.354961816778541e-06
33,0.21798248291015626,2020-04-02 07:35:16,-300.94847105626786,56,0.005778359390489651,0.00018525438167185277
34,0.0,2020-04-02 07:38:26,-480.7621936968193,91,-58.30797097208004,0.0001718790286451767
35,0.10793943786621094,2020-04-02 07:42:18,-479.45835326142776,91,0.004599486076457993,2.3639768706425142e-05
36,0.11771054077148435,2020-04-02 07:44:04,-413.7589644472205,76,-0.003222694080896148,6.479502169981369e-05
37,0.0,2020-04-02 07:46:04,-421.311452970433,78,-16.293935772718513,0.0001401534632100698
38,0.09082095336914064,2020-04-02 07:47:37,-367.35081185546886,65,0.0034605862280168154,6.1761432347416e-05
39,0.058687591552734376,2020-04-02 07:49:11,-378.3457927030189,69,0.008867623099227284,4.6907791922126105e-05
40,0.02671047592163086,2020-04-02 07:52:45,-448.20252669924116,85,0.0037291808190994882,7.570471443475094e-06
41,0.0,2020-04-02 07:55:18,-474.65547777700897,85,-7.788870152633578,0.00025348627802279265
42,0.004496841430664063,2020-04-02 07:56:57,-653.6373717697196,114,-0.001820501657568585,2.67512888991325e-05
43,0.1272225036621094,2020-04-02 07:58:34,-589.2443798727397,104,-0.006758651813349337,3.429537012355404e-05
44,0.041424293518066396,2020-04-02 08:00:27,-523.986267389003,93,-0.0030124883979815746,1.091995096113851e-05
45,0.02904654693603516,2020-04-02 08:02:33,-475.1744828963066,83,-0.008469357797287858,1.0733811830884097e-05
46,0.03223816108703614,2020-04-02 08:07:28,-996.3243976447455,169,0.005523810480288827,1.9741546125843055e-06
47,0.18831095123291017,2020-04-02 08:13:07,-1340.7971045517947,208,0.005609531482578575,5.772215162021053e-06
48,0.4323217620849609,2020-04-02 08:16:31,-1361.4606804243342,207,0.005741482331079739,9.722259089379845e-06
49,0.24869819641113283,2020-04-02 08:17:59,-1150.0299208108268,176,-0.013835816193846544,1.5581937424276745e-05
50,0.31197409057617187,2020-04-02 08:20:09,-1209.1355296391278,188,0.000690321193387744,2.384664941775107e-05
