,estimated_f2b,log_likelihood,trips_number,gradient,hessian_eigenvalues,asymptotic_confidence
165,0.08134028434753418,-151.96342912274642,24.0,-0.00010439165613050291,-283.94409296711177,-2.448804247666808e-07
166,0.039845438003540026,-183.32125114889428,31.0,-0.00056940317827614,-129.24756222583173,1.8479259146692226e-07
167,0.07637412071228027,-97.49153113914645,18.0,4.668575377506653e-05,-187.34357908085212,6.390230257235588e-07
168,0.0,-197.31950632593401,36.0,-29.737756062910922,-930.306478376559,4.060308648283331e-06
169,0.0,-125.04458010471993,23.0,-17.944641303908675,-291.01625598200235,6.686137062219961e-06
170,0.0,-120.63086418105567,22.0,-13.862516907173065,-29.554191177631292,8.56511703998764e-06
171,0.0,-159.22858296905986,28.0,-21.51690511148308,-429.0813233170541,5.42853741405102e-06
172,0.0,-105.5454421851303,19.0,-15.837328582064544,-320.0678250853949,7.485368676547541e-06
173,0.0726863193511963,-149.1810351022217,25.0,0.00025690415094437036,-227.93335933263347,4.122197231280155e-07
174,0.0,-94.27143881102307,12.0,-8.759256390508627,-17.93870915998376,1.3296287963277057e-05
175,0.07556782722473143,-235.84388354680667,40.0,-0.000328271021170945,-22.09833022308502,3.045245749318836e-07
176,0.08297364234924315,-210.18257435914933,35.0,0.0001018593463899542,-14.00566740607033,4.904288300623472e-07
177,0.06668915748596192,-105.46847647864165,17.0,0.00018660518231183865,-16.02614613191916,5.109520463191293e-07
178,0.21464306831359858,-53.57990978392559,8.0,-9.237342433132678e-06,-9.022185796466017,5.640717756933063e-06
179,0.033287458419799805,-192.88600458740558,32.0,0.000464161073378655,-20.80520049740173,1.289485098381731e-07
180,0.0,-111.4652952089912,21.0,-16.99240025763159,-16.999824531926546,7.05663826592444e-06
181,0.0,-94.84311873047497,19.0,-15.959858019991513,-16.001495931492872,7.49689983835113e-06
182,0.0,-111.87421005776997,22.0,-13.772282638096511,-14.028130584661653,8.55150382013359e-06
183,0.04307438850402832,-298.0254736164102,54.0,0.0002856510866944273,-816.420052114701,1.8238593448519368e-07
184,0.05989703178405761,-350.0817617185034,63.0,0.00033505778123488206,-657.5336867298826,1.469921641202792e-07
185,0.0,-153.47802811918527,29.0,-22.898123681235912,-1135.1214341832888,5.2226596259698e-06
186,0.013519105911254882,-166.31643360918088,28.0,6.230743879376277e-05,-22.969447871164952,2.7821810023362826e-07
187,0.027754812240600585,-263.46783572271596,46.0,0.0005516646769123668,-431.17832065518616,1.0568760697405707e-07
188,0.08468819618225099,-134.92123179641686,23.0,2.3468961493300355e-05,-1070.7193789330008,6.253045718700392e-07
189,0.0,-189.72805629187073,35.0,-28.818833428759053,-659.0596538511045,4.132529454090145e-06
190,0.0,-206.1386999292015,39.0,-29.11761632420459,-617.9726032513487,3.7850354147568478e-06
191,0.0,-184.34968204214488,35.0,-21.227567018017197,-761.0146548193453,5.74656747788122e-06
192,0.0,-117.30637808694921,22.0,-11.80718444498288,-191.84329741434124,4.27765757077447e-06
193,0.0,-157.60975017769985,28.0,-24.915377554568476,-574.2679211577491,4.826305537721958e-06
194,0.11247227668762208,-206.01451722022873,37.0,0.00017457614209082095,-577.681874647722,9.959853363161362e-07
195,0.14407444953918458,-168.77715572323515,30.0,5.172836421800905e-05,-540.6435792651578,1.4269370858442543e-06
196,0.03900326728820801,-158.58211082129768,28.0,-1.6757324605709556e-06,-282.51387049831766,9.279944482929583e-07
197,0.05490443229675294,-194.03609197675917,32.0,-0.00025151890388275255,-271.26056811273133,4.302075319533506e-07
198,0.03668824195861817,-195.47616859904724,35.0,-0.00017805226672185093,-306.08183345433554,1.8774895602625923e-07
199,0.03785519599914551,-209.61841336846996,36.0,-0.00043109270412710585,-335.9202429602177,1.905480108491114e-07
200,0.0,-382.40643937682063,77.0,-47.58775506665469,-216.34258395576782,9.340023933094878e-07
201,0.0,-366.95314496044625,66.0,-12.39605273182466,-170.19548345928487,2.6814820827394323e-06
202,0.1432096195220947,-258.5003813374675,44.0,0.0001101864800925334,-134.28146035991682,7.142932707741878e-07
203,0.0793538188934326,-197.80840583460684,33.0,-0.00016658287557191898,-20.57216003942969,3.920909716760062e-07
204,0.0,-239.52256569720382,43.0,-20.359597950883124,-32.419051763890124,5.303069106510335e-06
205,0.08876120567321776,-235.12779494167242,41.0,-0.0001482074517427101,-29.02861571556642,5.56815981509679e-07
206,0.020029878616333006,-265.16110865228273,48.0,0.0003061260668661969,-74.89318716688577,2.1366309035653793e-07
207,0.0,-328.85742866259534,61.0,-25.920896930197408,-24.846249875961995,4.3143975667534184e-06
208,0.02212397575378417,-278.4060202340729,49.0,-0.0008000477555627494,-28.055907882616356,1.1283313183564155e-07
209,0.053227643966674794,-335.8196879666016,57.0,-5.07669354155027e-06,-44.02488606195665,2.1441148387853657e-07
